9.7017740    -0.0000000   
9.7027740    0.0000000    
9.7037740    0.0000000    
9.7047740    0.0000000    
9.7057740    0.0000000    
9.7067740    0.0000001    
9.7077740    0.0000004    
9.7087740    0.0000008    
9.7097740    0.0000016    
9.7107740    0.0000028    
9.7117740    0.0000043    
9.7127740    0.0000063    
9.7137740    0.0000086    
9.7147740    0.0000110    
9.7157740    0.0000133    
9.7167740    0.0000152    
9.7177740    0.0000165    
9.7187740    0.0000171    
9.7197740    0.0000169    
9.7207740    0.0000158    
9.7217740    0.0000140    
9.7227740    0.0000118    
9.7237740    0.0000093    
9.7247740    0.0000069    
9.7257740    0.0000047    
9.7267740    0.0000029    
9.7277740    0.0000016    
9.7287740    0.0000008    
9.7297740    0.0000003    
9.7307740    0.0000001    
9.7317740    0.0000000    
9.7327740    0.0000000    
9.7337740    0.0000000    
9.7347740    -0.0000000   
9.7357740    -0.0000000   
9.7367740    -0.0000001   
9.7377740    -0.0000002   
9.7387740    -0.0000007   
9.7397740    -0.0000018   
9.7407740    -0.0000038   
9.7417740    -0.0000070   
9.7427740    -0.0000116   
9.7437740    -0.0000177   
9.7447740    -0.0000250   
9.7457740    -0.0000332   
9.7467740    -0.0000415   
9.7477740    -0.0000493   
9.7487740    -0.0000555   
9.7497740    -0.0000595   
9.7507740    -0.0000607   
9.7517740    -0.0000590   
9.7527740    -0.0000544   
9.7537740    -0.0000476   
9.7547740    -0.0000393   
9.7557740    -0.0000304   
9.7567740    -0.0000219   
9.7577740    -0.0000145   
9.7587740    -0.0000087   
9.7597740    -0.0000046   
9.7607740    -0.0000021   
9.7617740    -0.0000007   
9.7627740    -0.0000002   
9.7637740    -0.0000000   
9.7647740    -0.0000000   
9.7657740    0.0000000    
9.7667740    0.0000000    
9.7677740    0.0000001    
9.7687740    0.0000004    
9.7697740    0.0000017    
9.7707740    0.0000049    
9.7717740    0.0000113    
9.7727740    0.0000226    
9.7737740    0.0000403    
9.7747740    0.0000654    
9.7757740    0.0000981    
9.7767740    0.0001374    
9.7777740    0.0001813    
9.7787740    0.0002263    
9.7797740    0.0002682    
9.7807740    0.0003026    
9.7817740    0.0003253    
9.7827740    0.0003334    
9.7837740    0.0003255    
9.7847740    0.0003023    
9.7857740    0.0002662    
9.7867740    0.0002214    
9.7877740    0.0001728    
9.7887740    0.0001256    
9.7897740    0.0000839    
9.7907740    0.0000506    
9.7917740    0.0000269    
9.7927740    0.0000120    
9.7937740    0.0000042    
